frame,track_id,x,y,w,h,confidence,class_id,class_name,fps,video_width,video_height
395,2448,767,399,76,62,tensor(0.4437),3,motorcycle,28,1920,1084
396,13,1327,562,93,89,tensor(0.4073),3,motorcycle,28,1920,1084
396,21,1454,765,45,98,tensor(0.2098),3,motorcycle,28,1920,1084
396,3674,1061,542,43,67,tensor(0.4385),3,motorcycle,28,1920,1084
396,1794,886,719,62,63,tensor(0.7498),3,motorcycle,28,1920,1084
396,2193,793,651,51,102,tensor(0.7763),3,motorcycle,28,1920,1084
396,573,683,252,26,44,tensor(0.1261),3,motorcycle,28,1920,1084
396,2134,467,761,80,180,tensor(0.7976),3,motorcycle,28,1920,1084
396,2708,856,665,34,69,tensor(0.1260),3,motorcycle,28,1920,1084
396,2729,880,431,85,65,tensor(0.6864),3,motorcycle,28,1920,1084
396,2853,705,427,90,66,tensor(0.7994),3,motorcycle,28,1920,1084
396,2855,1163,889,79,153,tensor(0.7705),3,motorcycle,28,1920,1084
396,2916,1011,936,139,147,tensor(0.7912),3,motorcycle,28,1920,1084
396,1727,370,408,74,83,tensor(0.7472),3,motorcycle,28,1920,1084
396,2900,1204,645,49,93,tensor(0.3087),3,motorcycle,28,1920,1084
396,28,284,581,109,96,tensor(0.4589),3,motorcycle,28,1920,1084
396,2948,861,321,23,39,tensor(0.3770),3,motorcycle,28,1920,1084
396,2888,578,923,105,159,tensor(0.7899),3,motorcycle,28,1920,1084
396,2448,766,400,74,60,tensor(0.5180),3,motorcycle,28,1920,1084
397,13,1326,561,94,90,tensor(0.4032),3,motorcycle,28,1920,1084
397,21,1454,765,45,98,tensor(0.2166),3,motorcycle,28,1920,1084
397,3674,1061,542,43,67,tensor(0.4540),3,motorcycle,28,1920,1084
397,1794,886,719,62,62,tensor(0.7521),3,motorcycle,28,1920,1084
397,2193,793,648,53,106,tensor(0.7687),3,motorcycle,28,1920,1084
397,573,683,252,26,45,tensor(0.1341),3,motorcycle,28,1920,1084
397,2134,456,770,82,186,tensor(0.8214),3,motorcycle,28,1920,1084
397,2708,856,667,32,66,tensor(0.1006),3,motorcycle,28,1920,1084
397,2729,892,430,85,66,tensor(0.7481),3,motorcycle,28,1920,1084
397,2853,714,420,98,72,tensor(0.7196),3,motorcycle,28,1920,1084
397,2855,1162,885,80,154,tensor(0.7754),3,motorcycle,28,1920,1084
397,2916,1014,930,138,152,tensor(0.8029),3,motorcycle,28,1920,1084
397,1727,383,410,75,82,tensor(0.7399),3,motorcycle,28,1920,1084
397,2900,1204,643,49,93,tensor(0.3952),3,motorcycle,28,1920,1084
397,28,273,561,128,116,tensor(0.3925),3,motorcycle,28,1920,1084
397,2948,861,321,23,39,tensor(0.3442),3,motorcycle,28,1920,1084
397,2888,583,918,104,160,tensor(0.7895),3,motorcycle,28,1920,1084
397,2448,769,403,68,58,tensor(0.3978),3,motorcycle,28,1920,1084
398,13,1327,561,93,90,tensor(0.4071),3,motorcycle,28,1920,1084
398,21,1454,765,45,98,tensor(0.2023),3,motorcycle,28,1920,1084
398,3674,1061,541,43,68,tensor(0.4578),3,motorcycle,28,1920,1084
398,1794,887,719,61,62,tensor(0.7406),3,motorcycle,28,1920,1084
398,2193,794,644,53,109,tensor(0.7757),3,motorcycle,28,1920,1084
398,573,682,252,27,45,tensor(0.1277),3,motorcycle,28,1920,1084
398,2134,443,782,85,190,tensor(0.7968),3,motorcycle,28,1920,1084
398,2729,904,429,86,67,tensor(0.6536),3,motorcycle,28,1920,1084
398,2853,725,416,102,76,tensor(0.7295),3,motorcycle,28,1920,1084
398,2855,1162,879,81,157,tensor(0.7646),3,motorcycle,28,1920,1084
398,2916,1015,924,138,158,tensor(0.8070),3,motorcycle,28,1920,1084
398,1727,398,417,73,75,tensor(0.7384),3,motorcycle,28,1920,1084
398,2900,1205,639,47,93,tensor(0.3117),3,motorcycle,28,1920,1084
398,28,269,550,136,127,tensor(0.4056),3,motorcycle,28,1920,1084
398,2948,861,320,23,39,tensor(0.2902),3,motorcycle,28,1920,1084
398,2888,588,913,100,157,tensor(0.7832),3,motorcycle,28,1920,1084
398,3086,290,593,100,84,tensor(0.3386),3,motorcycle,28,1920,1084
398,3059,706,395,37,63,tensor(0.4372),3,motorcycle,28,1920,1084
399,13,1327,561,93,90,tensor(0.3997),3,motorcycle,28,1920,1084
399,21,1454,765,45,98,tensor(0.1989),3,motorcycle,28,1920,1084
399,3674,1061,541,43,68,tensor(0.4478),3,motorcycle,28,1920,1084
399,1794,886,718,63,63,tensor(0.7258),3,motorcycle,28,1920,1084
399,2193,795,643,52,107,tensor(0.7761),3,motorcycle,28,1920,1084
399,573,682,252,27,46,tensor(0.1384),3,motorcycle,28,1920,1084
399,2134,431,793,87,195,tensor(0.8065),3,motorcycle,28,1920,1084
399,2729,916,427,88,68,tensor(0.6226),3,motorcycle,28,1920,1084
399,2853,741,420,96,73,tensor(0.7758),3,motorcycle,28,1920,1084
399,2855,1161,872,82,160,tensor(0.7656),3,motorcycle,28,1920,1084
399,2916,1018,921,135,159,tensor(0.8078),3,motorcycle,28,1920,1084
399,1727,412,419,75,73,tensor(0.7679),3,motorcycle,28,1920,1084
399,2900,1205,638,47,91,tensor(0.2279),3,motorcycle,28,1920,1084
399,28,267,545,139,131,tensor(0.4041),3,motorcycle,28,1920,1084
399,2948,861,320,23,38,tensor(0.2694),3,motorcycle,28,1920,1084
399,2888,591,905,101,160,tensor(0.7976),3,motorcycle,28,1920,1084
399,3086,290,593,100,84,tensor(0.3673),3,motorcycle,28,1920,1084
399,3099,400,1002,149,81,tensor(0.5066),3,motorcycle,28,1920,1084
399,3059,697,392,37,61,tensor(0.4117),3,motorcycle,28,1920,1084
400,13,1327,561,93,90,tensor(0.4009),3,motorcycle,28,1920,1084
400,21,1454,765,45,98,tensor(0.2013),3,motorcycle,28,1920,1084
400,3674,1061,541,43,67,tensor(0.4438),3,motorcycle,28,1920,1084
400,1794,886,717,63,64,tensor(0.7319),3,motorcycle,28,1920,1084
400,2193,796,642,51,108,tensor(0.7728),3,motorcycle,28,1920,1084
400,573,682,252,27,46,tensor(0.1405),3,motorcycle,28,1920,1084
400,2134,426,797,88,197,tensor(0.8052),3,motorcycle,28,1920,1084
400,2729,920,426,88,69,tensor(0.6197),3,motorcycle,28,1920,1084
400,2853,746,422,95,71,tensor(0.7762),3,motorcycle,28,1920,1084
400,2855,1161,870,82,160,tensor(0.7611),3,motorcycle,28,1920,1084
400,2916,1021,920,130,159,tensor(0.8091),3,motorcycle,28,1920,1084
400,1727,416,419,77,73,tensor(0.7688),3,motorcycle,28,1920,1084
400,2900,1206,637,46,91,tensor(0.2487),3,motorcycle,28,1920,1084
400,28,267,542,138,134,tensor(0.3948),3,motorcycle,28,1920,1084
400,2948,861,320,22,38,tensor(0.2764),3,motorcycle,28,1920,1084
400,2888,593,902,99,161,tensor(0.7996),3,motorcycle,28,1920,1084
400,3086,290,593,100,84,tensor(0.3797),3,motorcycle,28,1920,1084
400,3099,399,1000,154,83,tensor(0.4855),3,motorcycle,28,1920,1084
400,3059,694,392,38,60,tensor(0.4200),3,motorcycle,28,1920,1084
400,3104,412,999,65,84,tensor(0.3867),3,motorcycle,28,1920,1084
401,13,1327,561,93,90,tensor(0.4033),3,motorcycle,28,1920,1084
401,21,1454,765,45,98,tensor(0.1971),3,motorcycle,28,1920,1084
401,3674,1061,541,43,67,tensor(0.4538),3,motorcycle,28,1920,1084
401,1794,886,718,63,63,tensor(0.7330),3,motorcycle,28,1920,1084
401,2193,797,638,50,106,tensor(0.7575),3,motorcycle,28,1920,1084
401,573,682,252,27,47,tensor(0.1399),3,motorcycle,28,1920,1084
401,2134,407,815,92,207,tensor(0.8146),3,motorcycle,28,1920,1084
401,2729,935,428,84,67,tensor(0.5439),3,motorcycle,28,1920,1084
401,2853,768,424,91,69,tensor(0.7587),3,motorcycle,28,1920,1084
401,2855,1164,870,79,156,tensor(0.7663),3,motorcycle,28,1920,1084
401,2916,1024,913,126,158,tensor(0.7945),3,motorcycle,28,1920,1084
401,1727,437,421,78,72,tensor(0.7541),3,motorcycle,28,1920,1084
401,2900,1206,632,47,92,tensor(0.3991),3,motorcycle,28,1920,1084
401,28,268,541,136,135,tensor(0.3536),3,motorcycle,28,1920,1084
401,2948,861,320,22,37,tensor(0.3788),3,motorcycle,28,1920,1084
401,2888,600,902,93,152,tensor(0.7849),3,motorcycle,28,1920,1084
401,3086,290,593,100,84,tensor(0.3896),3,motorcycle,28,1920,1084
402,13,1327,562,93,89,tensor(0.4015),3,motorcycle,28,1920,1084
402,21,1454,765,45,98,tensor(0.2033),3,motorcycle,28,1920,1084
402,3674,1061,542,43,66,tensor(0.4670),3,motorcycle,28,1920,1084
402,1794,886,718,62,63,tensor(0.7410),3,motorcycle,28,1920,1084
402,2193,799,636,49,105,tensor(0.7856),3,motorcycle,28,1920,1084
402,573,682,253,27,46,tensor(0.1278),3,motorcycle,28,1920,1084
402,2134,390,829,96,213,tensor(0.7965),3,motorcycle,28,1920,1084
402,2729,955,431,82,65,tensor(0.4880),3,motorcycle,28,1920,1084
402,2853,786,426,90,67,tensor(0.8365),3,motorcycle,28,1920,1084
402,2855,1165,869,78,153,tensor(0.7713),3,motorcycle,28,1920,1084
402,2916,1027,906,122,160,tensor(0.7926),3,motorcycle,28,1920,1084
402,1727,453,423,80,71,tensor(0.8029),3,motorcycle,28,1920,1084
402,2900,1207,631,47,91,tensor(0.2950),3,motorcycle,28,1920,1084
402,28,269,541,134,135,tensor(0.4000),3,motorcycle,28,1920,1084
402,2948,860,319,23,37,tensor(0.4427),3,motorcycle,28,1920,1084
402,2888,606,898,90,150,tensor(0.7945),3,motorcycle,28,1920,1084
402,3086,289,592,101,85,tensor(0.3948),3,motorcycle,28,1920,1084
402,3009,690,393,91,74,tensor(0.6188),3,motorcycle,28,1920,1084
403,13,1327,561,94,90,tensor(0.4139),3,motorcycle,28,1920,1084
403,21,1454,765,45,98,tensor(0.2016),3,motorcycle,28,1920,1084
403,3674,1061,542,43,66,tensor(0.4785),3,motorcycle,28,1920,1084
403,1794,886,718,63,63,tensor(0.7308),3,motorcycle,28,1920,1084
403,2193,800,633,49,106,tensor(0.7714),3,motorcycle,28,1920,1084
403,573,682,253,26,45,tensor(0.1268),3,motorcycle,28,1920,1084
403,2134,373,843,100,219,tensor(0.7942),3,motorcycle,28,1920,1084
403,2729,968,430,84,67,tensor(0.5942),3,motorcycle,28,1920,1084
403,2853,801,426,90,67,tensor(0.8391),3,motorcycle,28,1920,1084
403,2855,1165,866,78,154,tensor(0.7662),3,motorcycle,28,1920,1084
403,2916,1030,900,119,159,tensor(0.7833),3,motorcycle,28,1920,1084
403,1727,468,422,83,72,tensor(0.7336),3,motorcycle,28,1920,1084
403,2900,1208,628,46,89,tensor(0.3636),3,motorcycle,28,1920,1084
403,28,271,542,130,134,tensor(0.3529),3,motorcycle,28,1920,1084
403,2948,860,319,22,36,tensor(0.3884),3,motorcycle,28,1920,1084
403,2888,611,894,87,147,tensor(0.7950),3,motorcycle,28,1920,1084
403,3086,289,592,101,85,tensor(0.3924),3,motorcycle,28,1920,1084
403,3009,677,394,89,69,tensor(0.5495),3,motorcycle,28,1920,1084
404,13,1328,562,93,89,tensor(0.4175),3,motorcycle,28,1920,1084
404,21,1454,765,45,99,tensor(0.2289),3,motorcycle,28,1920,1084
404,3674,1061,542,43,66,tensor(0.4817),3,motorcycle,28,1920,1084
404,1794,886,717,63,64,tensor(0.7312),3,motorcycle,28,1920,1084
404,2193,800,629,50,108,tensor(0.7650),3,motorcycle,28,1920,1084
404,573,682,254,26,44,tensor(0.1257),3,motorcycle,28,1920,1084
404,2134,357,862,100,217,tensor(0.7912),3,motorcycle,28,1920,1084
404,2729,981,430,84,67,tensor(0.5950),3,motorcycle,28,1920,1084
404,2853,815,427,89,65,tensor(0.8442),3,motorcycle,28,1920,1084
404,2855,1165,863,78,154,tensor(0.7543),3,motorcycle,28,1920,1084
404,2916,1034,896,114,158,tensor(0.7582),3,motorcycle,28,1920,1084
404,1727,483,422,84,73,tensor(0.7719),3,motorcycle,28,1920,1084
404,2900,1209,625,46,89,tensor(0.4254),3,motorcycle,28,1920,1084
404,28,272,543,128,133,tensor(0.3495),3,motorcycle,28,1920,1084
404,2948,860,319,22,36,tensor(0.4483),3,motorcycle,28,1920,1084
404,2888,616,890,86,146,tensor(0.7876),3,motorcycle,28,1920,1084
404,3057,1202,541,62,72,tensor(0.2048),3,motorcycle,28,1920,1084
404,3086,289,592,101,85,tensor(0.4012),3,motorcycle,28,1920,1084
404,3009,667,394,90,67,tensor(0.5543),3,motorcycle,28,1920,1084
405,13,1328,562,93,89,tensor(0.4213),3,motorcycle,28,1920,1084
405,21,1454,765,45,99,tensor(0.2248),3,motorcycle,28,1920,1084
405,3674,1061,542,43,66,tensor(0.4814),3,motorcycle,28,1920,1084
405,1794,885,716,64,65,tensor(0.7317),3,motorcycle,28,1920,1084
405,2193,800,627,51,110,tensor(0.7664),3,motorcycle,28,1920,1084
405,573,682,254,26,44,tensor(0.1235),3,motorcycle,28,1920,1084
405,2134,351,869,101,215,tensor(0.7891),3,motorcycle,28,1920,1084
405,2729,985,430,84,67,tensor(0.5871),3,motorcycle,28,1920,1084
405,2853,820,427,88,65,tensor(0.8464),3,motorcycle,28,1920,1084
405,2855,1164,861,79,155,tensor(0.7520),3,motorcycle,28,1920,1084
405,2916,1036,894,111,159,tensor(0.7532),3,motorcycle,28,1920,1084
405,1727,487,422,86,73,tensor(0.7725),3,motorcycle,28,1920,1084
405,2900,1209,625,46,88,tensor(0.3853),3,motorcycle,28,1920,1084
405,28,273,544,126,132,tensor(0.3550),3,motorcycle,28,1920,1084
405,2948,860,319,21,36,tensor(0.4373),3,motorcycle,28,1920,1084
405,2888,617,887,86,147,tensor(0.7858),3,motorcycle,28,1920,1084
405,3057,1203,541,62,72,tensor(0.2154),3,motorcycle,28,1920,1084
405,3086,289,592,101,85,tensor(0.3857),3,motorcycle,28,1920,1084
405,3009,663,394,91,66,tensor(0.5395),3,motorcycle,28,1920,1084
406,13,1328,562,93,89,tensor(0.4213),3,motorcycle,28,1920,1084
406,21,1454,765,46,99,tensor(0.2258),3,motorcycle,28,1920,1084
406,3674,1061,542,43,66,tensor(0.4807),3,motorcycle,28,1920,1084
406,1794,885,716,64,65,tensor(0.7316),3,motorcycle,28,1920,1084
406,2193,800,627,51,109,tensor(0.7659),3,motorcycle,28,1920,1084
406,573,682,254,26,44,tensor(0.1250),3,motorcycle,28,1920,1084
406,2134,349,871,101,213,tensor(0.7890),3,motorcycle,28,1920,1084
406,2729,987,430,83,67,tensor(0.5824),3,motorcycle,28,1920,1084
406,2853,822,427,87,65,tensor(0.8458),3,motorcycle,28,1920,1084
406,2855,1164,861,79,155,tensor(0.7527),3,motorcycle,28,1920,1084
406,2916,1037,894,109,158,tensor(0.7566),3,motorcycle,28,1920,1084
406,1727,488,422,87,73,tensor(0.7723),3,motorcycle,28,1920,1084
406,2900,1209,624,46,89,tensor(0.3817),3,motorcycle,28,1920,1084
406,28,274,544,124,132,tensor(0.3542),3,motorcycle,28,1920,1084
406,2948,860,319,21,35,tensor(0.4379),3,motorcycle,28,1920,1084
406,2888,618,887,85,147,tensor(0.7857),3,motorcycle,28,1920,1084
406,3057,1203,542,62,72,tensor(0.2180),3,motorcycle,28,1920,1084
406,3086,289,592,101,85,tensor(0.3855),3,motorcycle,28,1920,1084
406,3009,661,394,93,66,tensor(0.5363),3,motorcycle,28,1920,1084
407,13,1329,559,96,92,tensor(0.4522),3,motorcycle,28,1920,1084
407,21,1454,764,45,98,tensor(0.2924),3,motorcycle,28,1920,1084
407,3674,1060,542,43,67,tensor(0.3116),3,motorcycle,28,1920,1084
407,1794,886,717,62,64,tensor(0.6750),3,motorcycle,28,1920,1084
407,2193,802,627,49,106,tensor(0.7814),3,motorcycle,28,1920,1084
407,573,683,253,25,44,tensor(0.1601),3,motorcycle,28,1920,1084
407,2134,325,879,101,205,tensor(0.8073),3,motorcycle,28,1920,1084
407,2729,1000,431,76,61,tensor(0.3340),3,motorcycle,28,1920,1084
407,2853,839,425,90,67,tensor(0.8577),3,motorcycle,28,1920,1084
407,2855,1165,859,78,153,tensor(0.7605),3,motorcycle,28,1920,1084
407,2916,1039,888,106,158,tensor(0.7419),3,motorcycle,28,1920,1084
407,1727,506,421,90,74,tensor(0.7953),3,motorcycle,28,1920,1084
407,2900,1210,623,46,87,tensor(0.3465),3,motorcycle,28,1920,1084
407,28,284,540,104,109,tensor(0.1123),3,motorcycle,28,1920,1084
407,2948,859,321,20,33,tensor(0.3337),3,motorcycle,28,1920,1084
407,2888,623,877,85,149,tensor(0.7592),3,motorcycle,28,1920,1084
407,3086,286,588,106,89,tensor(0.5414),3,motorcycle,28,1920,1084
407,3009,648,393,96,68,tensor(0.7287),3,motorcycle,28,1920,1084
408,13,1329,558,98,93,tensor(0.4576),3,motorcycle,28,1920,1084
408,21,1453,764,45,98,tensor(0.2967),3,motorcycle,28,1920,1084
408,3674,1060,543,43,66,tensor(0.2693),3,motorcycle,28,1920,1084
408,1794,886,718,61,63,tensor(0.6676),3,motorcycle,28,1920,1084
408,2193,803,625,48,105,tensor(0.7902),3,motorcycle,28,1920,1084
408,573,683,253,25,44,tensor(0.1517),3,motorcycle,28,1920,1084
408,2134,305,891,99,193,tensor(0.7430),3,motorcycle,28,1920,1084
408,2729,1019,432,77,62,tensor(0.3627),3,motorcycle,28,1920,1084
408,2853,855,425,90,67,tensor(0.8285),3,motorcycle,28,1920,1084
408,2855,1165,858,76,151,tensor(0.7688),3,motorcycle,28,1920,1084
408,2916,1041,882,103,156,tensor(0.7435),3,motorcycle,28,1920,1084
408,1727,523,423,89,72,tensor(0.8184),3,motorcycle,28,1920,1084
408,2900,1210,621,46,86,tensor(0.5162),3,motorcycle,28,1920,1084
408,28,288,539,95,99,tensor(0.1093),3,motorcycle,28,1920,1084
408,2948,859,323,19,31,tensor(0.3053),3,motorcycle,28,1920,1084
408,2888,628,874,82,144,tensor(0.7806),3,motorcycle,28,1920,1084
408,3086,285,587,107,89,tensor(0.5499),3,motorcycle,28,1920,1084
408,3009,638,394,98,67,tensor(0.7099),3,motorcycle,28,1920,1084
408,3154,860,658,38,104,tensor(0.3142),3,motorcycle,28,1920,1084
409,13,1329,558,99,93,tensor(0.4528),3,motorcycle,28,1920,1084
409,21,1453,764,45,97,tensor(0.3007),3,motorcycle,28,1920,1084
409,3674,1060,542,43,67,tensor(0.3437),3,motorcycle,28,1920,1084
409,1794,886,718,61,62,tensor(0.6816),3,motorcycle,28,1920,1084
409,2193,803,620,49,108,tensor(0.7790),3,motorcycle,28,1920,1084
409,573,683,254,25,43,tensor(0.1905),3,motorcycle,28,1920,1084
409,2134,286,906,96,178,tensor(0.7490),3,motorcycle,28,1920,1084
409,2729,1032,431,82,67,tensor(0.3832),3,motorcycle,28,1920,1084
409,2853,871,426,88,66,tensor(0.8133),3,motorcycle,28,1920,1084
409,2855,1166,855,76,150,tensor(0.7624),3,motorcycle,28,1920,1084
409,2916,1044,880,97,150,tensor(0.7351),3,motorcycle,28,1920,1084
409,1727,538,423,91,73,tensor(0.7798),3,motorcycle,28,1920,1084
409,2900,1210,619,46,86,tensor(0.5715),3,motorcycle,28,1920,1084
409,28,289,539,93,94,tensor(0.1202),3,motorcycle,28,1920,1084
409,2948,858,319,20,33,tensor(0.2794),3,motorcycle,28,1920,1084
409,2888,632,869,80,143,tensor(0.7740),3,motorcycle,28,1920,1084
409,3086,285,586,107,91,tensor(0.5158),3,motorcycle,28,1920,1084
409,3009,632,395,98,66,tensor(0.6704),3,motorcycle,28,1920,1084
409,3154,860,657,39,103,tensor(0.2954),3,motorcycle,28,1920,1084
410,13,1329,558,99,93,tensor(0.4721),3,motorcycle,28,1920,1084
410,21,1453,764,46,97,tensor(0.3176),3,motorcycle,28,1920,1084
410,1597,284,537,44,81,tensor(0.1643),3,motorcycle,28,1920,1084
410,3674,1060,543,43,66,tensor(0.3600),3,motorcycle,28,1920,1084
410,1794,885,718,62,63,tensor(0.7092),3,motorcycle,28,1920,1084
410,2193,804,619,48,106,tensor(0.7824),3,motorcycle,28,1920,1084
410,573,684,255,23,42,tensor(0.1840),3,motorcycle,28,1920,1084
410,2134,269,928,90,156,tensor(0.7440),3,motorcycle,28,1920,1084
410,2729,1044,430,86,69,tensor(0.3093),3,motorcycle,28,1920,1084
410,2853,886,427,87,65,tensor(0.8311),3,motorcycle,28,1920,1084
410,2855,1165,850,76,152,tensor(0.7660),3,motorcycle,28,1920,1084
410,2916,1046,876,96,151,tensor(0.6865),3,motorcycle,28,1920,1084
410,1727,552,424,91,72,tensor(0.8154),3,motorcycle,28,1920,1084
410,2900,1209,616,46,86,tensor(0.5435),3,motorcycle,28,1920,1084
410,28,290,539,92,93,tensor(0.1388),3,motorcycle,28,1920,1084
410,2948,857,316,21,36,tensor(0.2709),3,motorcycle,28,1920,1084
410,2888,635,865,79,142,tensor(0.7855),3,motorcycle,28,1920,1084
410,3057,1200,536,65,81,tensor(0.1428),3,motorcycle,28,1920,1084
410,3086,285,586,107,91,tensor(0.5278),3,motorcycle,28,1920,1084
410,3009,633,395,95,66,tensor(0.5880),3,motorcycle,28,1920,1084
410,3154,862,660,38,101,tensor(0.1911),3,motorcycle,28,1920,1084
411,13,1328,558,100,93,tensor(0.4684),3,motorcycle,28,1920,1084
411,21,1452,764,47,97,tensor(0.3328),3,motorcycle,28,1920,1084
411,3674,1060,542,43,67,tensor(0.3574),3,motorcycle,28,1920,1084
411,1794,886,718,61,63,tensor(0.7136),3,motorcycle,28,1920,1084
411,2193,805,618,47,105,tensor(0.7939),3,motorcycle,28,1920,1084
411,573,683,255,24,42,tensor(0.1722),3,motorcycle,28,1920,1084
411,2134,259,952,81,132,tensor(0.6771),3,motorcycle,28,1920,1084
411,2729,1059,429,82,67,tensor(0.3006),3,motorcycle,28,1920,1084
411,2853,900,426,88,66,tensor(0.8308),3,motorcycle,28,1920,1084
411,2855,1165,846,76,153,tensor(0.7671),3,motorcycle,28,1920,1084
411,2916,1048,868,93,148,tensor(0.7627),3,motorcycle,28,1920,1084
411,1727,566,423,93,73,tensor(0.7816),3,motorcycle,28,1920,1084
411,2900,1209,614,45,86,tensor(0.4888),3,motorcycle,28,1920,1084
411,28,289,539,93,93,tensor(0.1223),3,motorcycle,28,1920,1084
411,2948,856,315,22,36,tensor(0.2457),3,motorcycle,28,1920,1084
411,2888,640,863,76,138,tensor(0.7958),3,motorcycle,28,1920,1084
411,3057,1199,533,65,82,tensor(0.1005),3,motorcycle,28,1920,1084
411,3086,285,586,107,91,tensor(0.5444),3,motorcycle,28,1920,1084
411,3009,630,395,92,65,tensor(0.5817),3,motorcycle,28,1920,1084
411,3154,863,661,37,100,tensor(0.1774),3,motorcycle,28,1920,1084
412,13,1327,558,99,93,tensor(0.4656),3,motorcycle,28,1920,1084
412,21,1452,764,47,97,tensor(0.3342),3,motorcycle,28,1920,1084
412,3674,1060,542,43,67,tensor(0.3369),3,motorcycle,28,1920,1084
412,1794,885,718,62,63,tensor(0.7113),3,motorcycle,28,1920,1084
412,2193,806,618,46,103,tensor(0.7835),3,motorcycle,28,1920,1084
412,573,684,255,23,42,tensor(0.1934),3,motorcycle,28,1920,1084
412,2134,253,979,69,105,tensor(0.6121),3,motorcycle,28,1920,1084
412,2729,1071,429,78,64,tensor(0.3344),3,motorcycle,28,1920,1084
412,2853,914,425,88,67,tensor(0.7742),3,motorcycle,28,1920,1084
412,2855,1165,844,76,152,tensor(0.7632),3,motorcycle,28,1920,1084
412,2916,1043,865,104,170,tensor(0.7188),3,motorcycle,28,1920,1084
412,1727,582,424,91,72,tensor(0.7721),3,motorcycle,28,1920,1084
412,2900,1208,612,46,86,tensor(0.5610),3,motorcycle,28,1920,1084
412,28,288,539,95,93,tensor(0.1300),3,motorcycle,28,1920,1084
412,2948,854,313,23,38,tensor(0.3054),3,motorcycle,28,1920,1084
412,2888,643,860,76,136,tensor(0.7974),3,motorcycle,28,1920,1084
412,3052,1125,511,48,49,tensor(0.1571),3,motorcycle,28,1920,1084
412,3057,1202,533,61,76,tensor(0.1489),3,motorcycle,28,1920,1084
412,3086,285,586,107,91,tensor(0.5437),3,motorcycle,28,1920,1084
412,3009,624,393,93,68,tensor(0.2135),3,motorcycle,28,1920,1084
412,3154,862,660,36,97,tensor(0.3590),3,motorcycle,28,1920,1084
413,13,1326,558,99,93,tensor(0.4877),3,motorcycle,28,1920,1084
413,21,1452,764,47,97,tensor(0.3447),3,motorcycle,28,1920,1084
413,3674,1060,542,43,67,tensor(0.3378),3,motorcycle,28,1920,1084
413,1794,886,719,61,61,tensor(0.7205),3,motorcycle,28,1920,1084
413,2193,806,617,46,101,tensor(0.7721),3,motorcycle,28,1920,1084
413,573,684,255,23,42,tensor(0.2172),3,motorcycle,28,1920,1084
413,2729,1085,426,81,67,tensor(0.4580),3,motorcycle,28,1920,1084
413,2853,926,427,85,64,tensor(0.7293),3,motorcycle,28,1920,1084
413,2855,1165,841,76,152,tensor(0.7689),3,motorcycle,28,1920,1084
413,2916,1045,864,100,166,tensor(0.7219),3,motorcycle,28,1920,1084
413,1727,592,416,101,80,tensor(0.8186),3,motorcycle,28,1920,1084
413,2900,1208,611,44,83,tensor(0.5997),3,motorcycle,28,1920,1084
413,28,288,539,95,92,tensor(0.1100),3,motorcycle,28,1920,1084
413,2948,854,313,21,36,tensor(0.3584),3,motorcycle,28,1920,1084
413,2888,648,856,73,135,tensor(0.8026),3,motorcycle,28,1920,1084
413,3052,1126,510,46,47,tensor(0.1303),3,motorcycle,28,1920,1084
413,3086,286,586,106,91,tensor(0.5571),3,motorcycle,28,1920,1084
413,3154,861,659,37,97,tensor(0.3751),3,motorcycle,28,1920,1084
413,3199,1224,411,74,65,tensor(0.3422),3,motorcycle,28,1920,1084
414,13,1326,558,99,93,tensor(0.4826),3,motorcycle,28,1920,1084
414,21,1452,764,47,98,tensor(0.3465),3,motorcycle,28,1920,1084
414,3674,1060,543,43,66,tensor(0.3448),3,motorcycle,28,1920,1084
414,1794,886,719,61,61,tensor(0.7217),3,motorcycle,28,1920,1084
414,2193,806,617,46,100,tensor(0.7748),3,motorcycle,28,1920,1084
414,573,684,255,23,42,tensor(0.2253),3,motorcycle,28,1920,1084
414,2729,1090,425,82,68,tensor(0.4550),3,motorcycle,28,1920,1084
414,2853,930,427,83,64,tensor(0.7248),3,motorcycle,28,1920,1084
414,2855,1166,841,75,151,tensor(0.7706),3,motorcycle,28,1920,1084
414,2916,1045,864,101,171,tensor(0.7605),3,motorcycle,28,1920,1084
414,1727,595,413,106,83,tensor(0.8205),3,motorcycle,28,1920,1084
414,2900,1208,610,43,82,tensor(0.5992),3,motorcycle,28,1920,1084
414,2948,853,312,22,37,tensor(0.3568),3,motorcycle,28,1920,1084
414,2888,649,855,73,135,tensor(0.8029),3,motorcycle,28,1920,1084
414,3052,1126,510,46,46,tensor(0.1317),3,motorcycle,28,1920,1084
414,3086,286,587,105,90,tensor(0.5581),3,motorcycle,28,1920,1084
414,3154,860,649,40,105,tensor(0.3166),3,motorcycle,28,1920,1084
414,3199,1224,411,74,66,tensor(0.3455),3,motorcycle,28,1920,1084
415,13,1326,558,98,93,tensor(0.4939),3,motorcycle,28,1920,1084
415,21,1452,764,47,98,tensor(0.3323),3,motorcycle,28,1920,1084
415,3674,1060,543,43,65,tensor(0.3724),3,motorcycle,28,1920,1084
415,1794,885,719,62,61,tensor(0.7128),3,motorcycle,28,1920,1084
415,2193,807,617,45,98,tensor(0.7774),3,motorcycle,28,1920,1084
415,573,683,255,24,42,tensor(0.1871),3,motorcycle,28,1920,1084
